variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status
112-594,Tomato,,"Indeterminate Pink tomato,early, high productivity, short internodes.","Globe,  shinny pink color, firm, 250-300 gr, slightly ribbed.","HR: ToMV, Va, Vd, Fol 0-1 /IR: ToTV, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Pink tomato,early, high productivity, short internodes.
Fruit: Globe,  shinny pink color, firm, 250-300 gr, slightly ribbed.
Cultivation: Autumn and spring seasons in greenhouse.",Albania,PINK ROCK F1,Registered
112-594,,,,,,,,Bulgaria,PINK ROCK F1,Registered
112-594,,,,,,,,Greece,PINK ROCK  F1,In Progress
112-594,,,,,,,,Kosovo,PINK ROCK F1,Registered
112-594,,,,,,,,Poland,PINK ROCK F1,Registered
112-594,,,,,,,,Romania,PINK ROCK F1,Registered
112-594,,,,,,,,Croatia,PINK ROCK F1,Registered
112-594,,,,,,,,Netherlands,PINK ROCK F1,Registered
112-594,,,,,,,,Serbia,PINK ROCK F1,Registered
112-594,,,,,,,,Kazakhstan,ROZA F1,In Progress
112-594,,,,,,,,Russian Federation,PINK ROSE F1,Registered
112-594,,,,,,,,Bosnia and Herzegovina,PINK ROCK  F1,In Progress
112-594,,,,,,,,Belarus,PINK ROSE F1,In Progress
112-594,,,,,,,,Serbia,PINK ROCK  F1,In Progress
112-594,,,,,,,,Greece,PINK ROCK  F1,In Progress
112-594,,,,,,,,Lebanon,PINK ROCK,In Progress
112-594,,,,,,,,Latvia,PINK ROCK  F1,In Progress
112-594,,,,,,,,Montenegro,PINK ROCK  F1,In Progress
112-594,,,,,,,,Ukraine,PINK ROSE  F1,In Progress
112-594,,,,,,,,Kosovo,PINK ROCK  F1,In Progress
112-594,,,,,,,,Azerbaijan,CEYRAN F1,In Progress
112-594,,,,,,,,Canada,TOURMALINE F1,In Progress
112-594,,,,,,,,Canada,GLPEMBE F1,In Progress
112-594,,,,,,,,Lebanon,GULPEMBE F1,In Progress
112-594,,,,,,,,Mexico,TOURMALINE F1,In Progress
112-594,,,,,,,,Mexico,GLPEMBE F1,In Progress
112-594,,,,,,,,Russian Federation,IZAR F1,In Progress
112-594,,,,,,,,United States,TOURMALINE F1,In Progress
112-594,,,,,,,,United States,GLPEMBE F1,In Progress
112-594,,,,,,,,Uzbekistan,ASAL F1,In Progress
112-594,,,,,,,,Cyprus,GLPEMBE F1,In Progress
112-594,,,,,,,,Panama,TOURMALINE F1,In Progress
112-594,,,,,,,,Austria,PINK ROCK F1,Registered
112-594,,,,,,,,Belgium,PINK ROCK F1,Registered
112-594,,,,,,,,Spain,PINK ROCK  F1,In Progress
112-594,,,,,,,,Iraq,112-594 F1,In Progress
112-594,,,,,,,,Cyprus,PINK ROCK F1,Registered
112-594,,,,,,,,Czech Republic,PINK ROCK F1,Registered
112-594,,,,,,,,Denmark,PINK ROCK F1,Registered
112-594,,,,,,,,Estonia,PINK ROCK F1,Registered
112-594,,,,,,,,Finland,PINK ROCK F1,Registered
112-594,,,,,,,,France,PINK ROCK F1,Registered
112-594,,,,,,,,Germany,PINK ROCK F1,Registered
112-594,,,,,,,,Greece,PINK ROCK F1,Registered
112-594,,,,,,,,Hungary,PINK ROCK F1,Registered
112-594,,,,,,,,Ireland,PINK ROCK F1,Registered
112-594,,,,,,,,Italy,PINK ROCK F1,Registered
112-594,,,,,,,,Latvia,PINK ROCK F1,Registered
112-594,,,,,,,,Lithuania,PINK ROCK F1,Registered
112-594,,,,,,,,Luxembourg,PINK ROCK F1,Registered
112-594,,,,,,,,Malta,PINK ROCK F1,Registered
112-594,,,,,,,,Poland,PINK ROCK F1,Registered
112-594,,,,,,,,Portugal,PINK ROCK F1,Registered
112-594,,,,,,,,Slovakia,PINK ROCK F1,Registered
112-594,,,,,,,,Sierra Leone,PINK ROCK F1,Registered
112-594,,,,,,,,Spain,PINK ROCK F1,Registered
112-594,,,,,,,,Sweden,PINK ROCK F1,Registered
122-14,Tomato,,"Indeterminate tomato, vigorous plant, short internodes, dark green leaves color. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Red color, round, very firm, 100-120 gr, very productive.",,Autumn and winter seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, short internodes, dark green leaves color. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV
Fruit: Red color, round, very firm, 100-120 gr, very productive.
Cultivation: Autumn and winter seasons in greenhouse.",,,
122-320,Tomato,,"Indeterminate Cocktail tomato, early. HR: ToMV,Va,Vd,Fol 0-1 / IR:Ma, Mi, Mj, TYLCV","Red colour, oval shape, Crinkly, 35-40 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Cocktail tomato, early. HR: ToMV,Va,Vd,Fol 0-1 / IR:Ma, Mi, Mj, TYLCV
Fruit: Red colour, oval shape, Crinkly, 35-40 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
122-895,Tomato,,"Determinate tomato, very vigorous , early, leaves cover well against sunburn.","Red color, slightly flat, very firm, 260-300 gr, good taste and aroma.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj, ToTV",Open field.,"Plant: Determinate tomato, very vigorous , early, leaves cover well against sunburn.
Fruit: Red color, slightly flat, very firm, 260-300 gr, good taste and aroma.
Cultivation: Open field.",Cyprus,CUMA F1,In Progress
122-895,,,,,,,,United States,MEYS F1,In Progress
122-895,,,,,,,,Kazakhstan,MURGAP F1,Registered
122-895,,,,,,,,Azerbaijan,FAVORIT F1,In Progress
122-895,,,,,,,,Bangladesh,WASIM F1,In Progress
132-107,Tomato,,"Indeterminate Tomato, mid-internodes, vigorous plant, early. HR: ToMV,Va,Vd,Fol 0-1, For /
IR: TYLCV, TSWV, Ma, Mi,
Mj","Red color, slightly flat, firm, 230-250 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, mid-internodes, vigorous plant, early. HR: ToMV,Va,Vd,Fol 0-1, For /
IR: TYLCV, TSWV, Ma, Mi,
Mj
Fruit: Red color, slightly flat, firm, 230-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
132-111,Tomato,,"Indeterminate oval tomato, vigorous, early, short internodes, high production.","Red color, firm, 200-220 gr, long shelf life.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss","Autumn, winter and spring seasons in greenhouse and open field.","Plant: Indeterminate oval tomato, vigorous, early, short internodes, high production.
Fruit: Red color, firm, 200-220 gr, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Netherlands,PERADUR F1,In Progress
132-111,,,,,,,,United States,RIMROCK F1,In Progress
132-111,,,,,,,,Albania,MILLONETY F1,In Progress
132-111,,,,,,,,Latvia,MILLONETY F1,In Progress
132-111,,,,,,,,Mexico,MAMUT F1,In Progress
132-111,,,,,,,,Mexico,UFUK F1,In Progress
132-111,,,,,,,,Poland,MILLONETY F1,Registered
132-111,,,,,,,,Romania,PERADUR F1,In Progress
132-111,,,,,,,,Slovenia,MILLONETY F1,In Progress
132-111,,,,,,,,Kosovo,MILLONETY F1,In Progress
132-111,,,,,,,,Yemen,UFUK F1,In Progress
132-111,,,,,,,,Yemen,SAWSAN F1,In Progress
132-111,,,,,,,,Malta,MILLONETY F1,In Progress
132-111,,,,,,,,Cyprus,UFUK F1,In Progress
132-111,,,,,,,,Panama,MAMUT F1,In Progress
132-111,,,,,,,,Argentina,MURAT F1,Registered
132-111,,,,,,,,Argentina,EFESIOS F1,Registered
132-111,,,,,,,,Spain,MILLONETY F1,In Progress
132-111,,,,,,,,Brazil,EFESIOS F1,Registered
132-111,,,,,,,,Austria,MILLONETY F1,Registered
132-111,,,,,,,,Belgium,MILLONETY F1,Registered
132-111,,,,,,,,Bulgaria,MILLONETY F1,Registered
132-111,,,,,,,,Croatia,MILLONETY F1,Registered
132-111,,,,,,,,Cyprus,MILLONETY F1,Registered
132-111,,,,,,,,Czech Republic,MILLONETY F1,Registered
132-111,,,,,,,,Denmark,MILLONETY F1,Registered
132-111,,,,,,,,Estonia,MILLONETY F1,Registered
132-111,,,,,,,,Finland,MILLONETY F1,Registered
132-111,,,,,,,,France,MILLONETY F1,Registered
132-111,,,,,,,,Germany,MILLONETY F1,Registered
132-111,,,,,,,,Greece,MILLONETY F1,Registered
132-111,,,,,,,,Hungary,MILLONETY F1,Registered
132-111,,,,,,,,Ireland,MILLONETY F1,Registered
132-111,,,,,,,,Italy,MILLONETY F1,Registered
132-111,,,,,,,,Lithuania,MILLONETY F1,Registered
132-111,,,,,,,,Luxembourg,MILLONETY F1,Registered
132-111,,,,,,,,Netherlands,MILLONETY F1,Registered
132-111,,,,,,,,Poland,MILLONETY F1,Registered
132-111,,,,,,,,Portugal,MILLONETY F1,Registered
132-111,,,,,,,,Romania,MILLONETY F1,Registered
132-111,,,,,,,,Slovakia,MILLONETY F1,Registered
132-111,,,,,,,,Sierra Leone,MILLONETY F1,Registered
132-111,,,,,,,,Sweden,MILLONETY F1,Registered
132-111,,,,,,,,Vietnam,PLUM TT46 F1,In Progress
132-111,,,,,,,,Argentina,WAYNA F1,In Progress
132-111,,,,,,,,Russian Federation,KOLEOS F1,Registered
132-111,,,,,,,,Austria,CAPRICORN F1,Registered
132-111,,,,,,,,Belgium,CAPRICORN F1,Registered
132-111,,,,,,,,Bulgaria,CAPRICORN F1,Registered
132-111,,,,,,,,Croatia,CAPRICORN F1,Registered
132-111,,,,,,,,Cyprus,CAPRICORN F1,Registered
132-111,,,,,,,,Czech Republic,CAPRICORN F1,Registered
132-111,,,,,,,,Denmark,CAPRICORN F1,Registered
132-111,,,,,,,,Estonia,CAPRICORN F1,Registered
132-111,,,,,,,,Finland,CAPRICORN F1,Registered
132-111,,,,,,,,France,CAPRICORN F1,Registered
132-111,,,,,,,,Germany,CAPRICORN F1,Registered
132-111,,,,,,,,Greece,CAPRICORN F1,Registered
132-111,,,,,,,,Hungary,CAPRICORN F1,Registered
132-111,,,,,,,,Ireland,CAPRICORN F1,Registered
132-111,,,,,,,,Italy,CAPRICORN F1,Registered
132-111,,,,,,,,Lithuania,CAPRICORN F1,Registered
132-111,,,,,,,,Luxembourg,CAPRICORN F1,Registered
132-111,,,,,,,,Malta,CAPRICORN F1,Registered
132-111,,,,,,,,Netherlands,CAPRICORN F1,Registered
132-111,,,,,,,,Poland,CAPRICORN F1,Registered
132-111,,,,,,,,Portugal,CAPRICORN F1,Registered
132-111,,,,,,,,Romania,CAPRICORN F1,Registered
132-111,,,,,,,,Slovakia,CAPRICORN F1,Registered
132-111,,,,,,,,Sierra Leone,CAPRICORN F1,Registered
132-111,,,,,,,,Spain,CAPRICORN F1,Registered
132-111,,,,,,,,Sweden,CAPRICORN F1,Registered
132-124,Tomato,,"Indeterminate Beef Tomato, mid-internodes, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV","Red color, flat and sliced, firm, 250-300 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Beef Tomato, mid-internodes, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV
Fruit: Red color, flat and sliced, firm, 250-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
132-127,Tomato,,"Indeterminate Beef Tomato, vigorous plant, short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, flat sliced fruit, firm, 330 - 350 gr.",,Spring season in greenhouse.,"Plant: Indeterminate Beef Tomato, vigorous plant, short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, flat sliced fruit, firm, 330 - 350 gr.
Cultivation: Spring season in greenhouse.",,,
132-146,Tomato,,"Indeterminate beef tomato, short internodes, vigorous, very high production","Red color, slightly flat, firm, 300-350 gr, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate beef tomato, short internodes, vigorous, very high production
Fruit: Red color, slightly flat, firm, 300-350 gr, long shelf life..
Cultivation: Autumn and spring seasons in greenhouse.",Spain,FARRUCO F1,In Progress
132-146,,,,,,,,France,FARRUCO F1,In Progress
132-146,,,,,,,,Mexico,TB215 F1,In Progress
132-146,,,,,,,,Panama,TB215 F1,In Progress
132-146,,,,,,,,Austria,FARRUCO F1,Registered
132-146,,,,,,,,Belgium,FARRUCO F1,Registered
132-146,,,,,,,,Bulgaria,FARRUCO F1,Registered
132-146,,,,,,,,Croatia,FARRUCO F1,Registered
132-146,,,,,,,,Cyprus,FARRUCO F1,Registered
132-146,,,,,,,,Czech Republic,FARRUCO F1,Registered
132-146,,,,,,,,Denmark,FARRUCO F1,Registered
132-146,,,,,,,,Estonia,FARRUCO F1,Registered
132-146,,,,,,,,Finland,FARRUCO F1,Registered
132-146,,,,,,,,France,FARRUCO F1,Registered
132-146,,,,,,,,Germany,FARRUCO F1,Registered
132-146,,,,,,,,Greece,FARRUCO F1,Registered
132-146,,,,,,,,Hungary,FARRUCO F1,Registered
132-146,,,,,,,,Ireland,FARRUCO F1,Registered
132-146,,,,,,,,Italy,FARRUCO F1,Registered
132-146,,,,,,,,Latvia,FARRUCO F1,Registered
132-146,,,,,,,,Lithuania,FARRUCO F1,Registered
132-146,,,,,,,,Luxembourg,FARRUCO F1,Registered
132-146,,,,,,,,Malta,FARRUCO F1,Registered
132-146,,,,,,,,Netherlands,FARRUCO F1,Registered
132-146,,,,,,,,Poland,FARRUCO F1,Registered
132-146,,,,,,,,Portugal,FARRUCO F1,Registered
132-146,,,,,,,,Romania,FARRUCO F1,Registered
132-146,,,,,,,,Slovakia,FARRUCO F1,Registered
132-146,,,,,,,,Sierra Leone,FARRUCO F1,Registered
132-146,,,,,,,,Spain,FARRUCO F1,Registered
132-146,,,,,,,,Sweden,FARRUCO F1,Registered
132-158,Tomato,,"Indeterminate Tomato, very productive, mid-early. HR: ToMV. Va,Ve, Fol 0-1 / IR: TYLCV, TSWV, N","Red color, flat fruit, sliced, firm, 270-290 g.",,Spring and autumn seasons in greenhouse.,"Plant: Indeterminate Tomato, very productive, mid-early. HR: ToMV. Va,Ve, Fol 0-1 / IR: TYLCV, TSWV, N
Fruit: Red color, flat fruit, sliced, firm, 270-290 g.
Cultivation: Spring and autumn seasons in greenhouse.",,,
132-178,Tomato,,"Indeterminate red round loose tomato, short internodes, early.","Red color, globe shape, 250-300 gr.","HR: ToMV, Vd, Va, For, Fol
0-1-2, IR: TYCLV, TSWV, Ma,
Mi ,Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate red round loose tomato, short internodes, early.
Fruit: Red color, globe shape, 250-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Spain,132-178 F1,In Progress
132-178,,,,,,,,Mexico,SOLID F1,In Progress
132-178,,,,,,,,United Arab Emirates,132-178 F1,In Progress
132-179,Tomato,,"Indeterminate Tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2, For / IR: TYLCV,TSWV, Ma,
Mi, Mj","Red color, flat fruit, firm, productive, 230-250 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2, For / IR: TYLCV,TSWV, Ma,
Mi, Mj
Fruit: Red color, flat fruit, firm, productive, 230-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
132-198,Tomato,,"Indeterminate tomato, early. HR: ToMV, Vd, Va, Fol
0-1-2 / IR:TSWV, TYLCV,
Ma, Mi, Mj","Red fruit color, slightly flat, firm, 290-310 g.",,Suitable for autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, early. HR: ToMV, Vd, Va, Fol
0-1-2 / IR:TSWV, TYLCV,
Ma, Mi, Mj
Fruit: Red fruit color, slightly flat, firm, 290-310 g.
Cultivation: Suitable for autumn and spring seasons in greenhouse.",,,
132-203,Tomato,,"Indeterminate cluster tomato, short internodes, vigorous plant, high production.","6-7 fruits per cluster, red color, slightly flat, very firm, 140 gr, high quality.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV.",Hydroponic culture.,"Plant: Indeterminate cluster tomato, short internodes, vigorous plant, high production.
Fruit: 6-7 fruits per cluster, red color, slightly flat, very firm, 140 gr, high quality.
Cultivation: Hydroponic culture.",Azerbaijan,BANU F1,In Progress
132-203,,,,,,,,Azerbaijan,ARIF F1,In Progress
132-203,,,,,,,,Cyprus,EZG?  F1,In Progress
132-216,Tomato,,"Indeterminate cluster tomato, very early, HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, very firm, red color, 6-8 fruits, 100 - 120 g,",,"Autumn,spring and winter seasons in greenhouse.","Plant: Indeterminate cluster tomato, very early, HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Round, very firm, red color, 6-8 fruits, 100 - 120 g,
Cultivation: Autumn,spring and winter seasons in greenhouse.",,,
132-227,Tomato,,"Indeterminate Cocktail Tomato, vigorous plant. HR: ToMV, Va,Vd, Fol 0-1 / IR: TYLCV","Deep red color, round, very firm, long shelf life, 60-80 gr.","IR: CYSDV, CMV, CVYV, Px,
Pcu",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Cocktail Tomato, vigorous plant. HR: ToMV, Va,Vd, Fol 0-1 / IR: TYLCV
Fruit: Deep red color, round, very firm, long shelf life, 60-80 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Albania,CIVAN F1,In Progress
132-227,,,,,,,,Azerbaijan,CESUR F1,In Progress
132-227,,,,,,,,Bulgaria,GOLIA F1,In Progress
132-227,,,,,,,,Serbia,GOLIA F1,In Progress
132-227,,,,,,,,Latvia,GOLIA F1,In Progress
132-227,,,,,,,,Mexico,ENDURO F1,In Progress
132-227,,,,,,,,Mexico,C?VAN F1,In Progress
132-227,,,,,,,,Kosovo,BALKAN F1,In Progress
132-227,,,,,,,,Albania,BALKAN F1,In Progress
132-227,,,,,,,,Cyprus,C?VAN F1,In Progress
132-227,,,,,,,,Malta,GOLIA F1,In Progress
132-227,,,,,,,,Kosovo,GOLIA F1,In Progress
132-227,,,,,,,,United States,ENDURO F1,In Progress
132-227,,,,,,,,Kosovo,CIVAN F1,In Progress
132-227,,,,,,,,Austria,GOLIA F1,Registered
132-227,,,,,,,,Belgium,GOLIA F1,Registered
132-227,,,,,,,,Chile,ENDURO F1,In Progress
132-238,Tomato,,"Indeterminate Oval Tomato, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, firm, 90-100 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Oval Tomato, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, firm, 90-100 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Hungary,GOLIA F12,Registered
132-248,Tomato,,"Indeterminate Oval Tomato, vigorous plant, very early, mid-internodes. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV","Red color, canilles type, firm, 100-110 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Oval Tomato, vigorous plant, very early, mid-internodes. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV
Fruit: Red color, canilles type, firm, 100-110 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Romania,GOLIA F22,Registered
132-283,Tomato,,"Indeterminate brown tomato, vigorous, short internodes, high production.","Slightly flat, brown color, slightly sliced, firm, high quality, 200-250 gr.","HR: ToMV, Va, Vd, Fol 0-1-2, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate brown tomato, vigorous, short internodes, high production.
Fruit: Slightly flat, brown color, slightly sliced, firm, high quality, 200-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Austria,BIG SACHER F1,In Progress
132-283,,,,,,,,Belgium,BIG SACHER F1,In Progress
132-283,,,,,,,,Bulgaria,BIG SACHER F1,In Progress
132-283,,,,,,,,Croatia,BIG SACHER F1,In Progress
132-283,,,,,,,,Cyprus,BIG SACHER F1,In Progress
132-283,,,,,,,,Czech Republic,BIG SACHER F1,In Progress
132-283,,,,,,,,Denmark,BIG SACHER F1,In Progress
132-283,,,,,,,,Estonia,BIG SACHER F1,In Progress
132-283,,,,,,,,Finland,BIG SACHER F1,In Progress
132-283,,,,,,,,France,BIG SACHER F1,In Progress
132-283,,,,,,,,Germany,BIG SACHER F1,In Progress
132-283,,,,,,,,Greece,BIG SACHER F1,In Progress
132-283,,,,,,,,Hungary,BIG SACHER F1,In Progress
132-283,,,,,,,,Ireland,BIG SACHER F1,In Progress
132-283,,,,,,,,Italy,BIG SACHER F1,In Progress
132-283,,,,,,,,Latvia,BIG SACHER F1,In Progress
132-283,,,,,,,,Lithuania,BIG SACHER F1,In Progress
132-283,,,,,,,,Luxembourg,BIG SACHER F1,In Progress
132-283,,,,,,,,Malta,BIG SACHER F1,In Progress
132-283,,,,,,,,Poland,BIG SACHER F1,In Progress
132-283,,,,,,,,Portugal,BIG SACHER F1,In Progress
132-283,,,,,,,,Slovakia,BIG SACHER F1,In Progress
132-283,,,,,,,,Sierra Leone,BIG SACHER F1,In Progress
132-283,,,,,,,,Spain,BIG SACHER F1,In Progress
132-283,,,,,,,,Sweden,BIG SACHER F1,In Progress
132-283,,,,,,,,Romania,BIG SACHER F1,In Progress
132-283,,,,,,,,Poland,BIG SACHER F1,In Progress
132-283,,,,,,,,Netherlands,BIG SACHER F1,In Progress
132-283,,,,,,,,Spain,BIG SACHER F1,In Progress
132-283,,,,,,,,Belarus,BIG SACHER F1,In Progress
132-283,,,,,,,,Ukraine,BIG SACHER F1,In Progress
132-283,,,,,,,,Japan,BIG SACHER F1,In Progress
132-283,,,,,,,,Croatia,BIG SACHER F1,In Progress
132-283,,,,,,,,Bulgaria,BIG SACHER F1,In Progress
132-283,,,,,,,,Canada,ROBUSTO F1,In Progress
132-283,,,,,,,,Mexico,ROBUSTO F1,In Progress
132-283,,,,,,,,Russian Federation,BIG SACHER F1,In Progress
132-289,Tomato,,"Indeterminate tomato, vigorous, short internodes, very early, high production.","Flat and sliced, red flesh color, firm and high quality, 300 gr, suitable to green harvest, long shelf life.","HR: ToMV, Va, Vd, Fol 0, Ff A-E / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate tomato, vigorous, short internodes, very early, high production.
Fruit: Flat and sliced, red flesh color, firm and high quality, 300 gr, suitable to green harvest, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Albania,YUKSELKOY F1,In Progress
132-289,,,,,,,,Azerbaijan,MERCAN F1,In Progress
132-289,,,,,,,,Latvia,BOCAMEGRA F1,In Progress
132-289,,,,,,,,Mexico,WARANA F1,In Progress
132-289,,,,,,,,Mexico,YKSELKY F1,In Progress
132-289,,,,,,,,Poland,BOCAMEGRA F1,In Progress
132-289,,,,,,,,Romania,BOCAMEGRA F1,In Progress
132-289,,,,,,,,Kosovo,YUKSELKOY F1,In Progress
132-289,,,,,,,,Panama,WARANA F1,In Progress
132-289,,,,,,,,Cyprus,YKSELKY F1,In Progress
132-289,,,,,,,,United States,WARANA F1,In Progress
132-289,,,,,,,,Austria,BOCAMEGRA F1,Registered
132-289,,,,,,,,Belgium,BOCAMEGRA F1,Registered
132-289,,,,,,,,Bulgaria,BOCAMEGRA F1,Registered
132-289,,,,,,,,Croatia,BOCAMEGRA F1,Registered
132-289,,,,,,,,Cyprus,BOCAMEGRA F1,Registered
132-289,,,,,,,,Czech Republic,BOCAMEGRA F1,Registered
132-289,,,,,,,,Denmark,BOCAMEGRA F1,Registered
132-289,,,,,,,,Estonia,BOCAMEGRA F1,Registered
132-289,,,,,,,,Finland,BOCAMEGRA F1,Registered
132-289,,,,,,,,France,BOCAMEGRA F1,Registered
132-289,,,,,,,,Germany,BOCAMEGRA F1,Registered
132-289,,,,,,,,Greece,BOCAMEGRA F1,Registered
132-289,,,,,,,,Hungary,BOCAMEGRA F1,Registered
132-289,,,,,,,,Ireland,BOCAMEGRA F1,Registered
132-289,,,,,,,,Italy,BOCAMEGRA F1,Registered
132-289,,,,,,,,Lithuania,BOCAMEGRA F1,Registered
132-289,,,,,,,,Luxembourg,BOCAMEGRA F1,Registered
132-289,,,,,,,,Malta,BOCAMEGRA F1,Registered
132-289,,,,,,,,Netherlands,BOCAMEGRA F1,Registered
132-289,,,,,,,,Poland,BOCAMEGRA F1,Registered
132-289,,,,,,,,Portugal,BOCAMEGRA F1,Registered
132-289,,,,,,,,Slovakia,BOCAMEGRA F1,Registered
132-289,,,,,,,,Sierra Leone,BOCAMEGRA F1,Registered
132-289,,,,,,,,Sweden,BOCAMEGRA F1,Registered
132-289,,,,,,,,Spain,BOCAMEGRA F1,In Progress
132-289,,,,,,,,Japan,BOCAMEGRA F1,In Progress
132-289,,,,,,,,Russian Federation,RED KOY F1,In Progress
132-290,Tomato,,"Indeterminate Heirlom Tomato, early, productive, short internodes. HR: ToMV, Vd, Va, Fol 0-1/IR: TYLCV","Green to red color, flat , sliced, firm, 280-300 gr.",,Spring and autumn seasons in greenhouse.,"Plant: Indeterminate Heirlom Tomato, early, productive, short internodes. HR: ToMV, Vd, Va, Fol 0-1/IR: TYLCV
Fruit: Green to red color, flat , sliced, firm, 280-300 gr.
Cultivation: Spring and autumn seasons in greenhouse.",,,
